,city,district,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price,details
1118, جدة,   حي الصالحية ,جنوب,300,0,1,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,60000,"فيلا للايجار مخطط السعيد دورين وملحق درج داخلي .
الدور الارضي مجالس 
الدور الاول ٤غرف نوم 
الدور الثاني غرف نوم مع سطح"
21, الرياض,   حي المونسية ,جنوب,350,0,3,3,2,1,0,1,1,0,0,1,0,1,0,0,1,0,0,65000,فله درج داخلي جديدة مجالس تحت وفوق ٣غرف نوم للاجار بالمونسيه.....خوجا...موقع ممتاز وديكورات جبسيه
3403, الخبر,   حي مدينة العمال ,جنوب شرقي,348,30,5,5,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,65000,"فيلا زواية على شارعين ومرممه بالكامل 
قريبة من نادي القادسية 

مقاسات الغرف والصالات :- 

الدور الارضي
الصالة 5.2 * 6 
مقلط النساء  4.3 * 5.9
المطبخ 4* 4.3
المخزن 3.2 * 2.3 

الدور الاول 
الصالة 6 * 6.5 
غرفة ماستر 1 5.4 * 5.6 غرفة دولاب 2.15 * 4.3
غ..."
1124, جدة,   حي الصوارى ,غرب,200,7,7,5,2,1,1,1,1,1,1,0,0,1,0,0,1,0,0,80000,"*الدور الأرضي* 
مدخلين 
٢ مجلس ( واحد منها مؤثث ) والثاني فيه ورق جدران  
٢ دورة مياة 
صالة مفتوحه فيها ورق جدران وبيت درج مؤثث
مطبخ مفتوح والدواليب راكبه ويوجد فيه محطة تحلية للمياة  ومستودع او منور 

*الدور الأول* 
غرفة رئيسية وفيها غرفة ملابس ودور..."
284, الرياض,   حي طويق ,جنوب,300,0,6,4,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,55000,"24°33'12.5""N 46°32'03.2""E
https://goo.gl/maps/FQRp8rCuRuu6hvGo7

موقع الفله 
💡التواصل عن طريق الواتساب او التطبيق فقط 💡"
808, الرياض,   حي العليا ,جنوب,500,22,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,80000,فيلا دورين
793, الرياض,   حي السويدي الغربي ,غرب,400,17,4,5,2,1,1,0,1,0,1,0,1,1,0,0,1,0,0,75000,فله في حي السويدي الغربي قريبه من الدائري الغربي موقع ممتاز قريبه من جميع الخدمات يحيطها 3 مساجد وقريبه من المطاعم والمدارس حي هادىء تحتاج لبعض الصيانه كما هو موضح في الصور سوف يخصم للمستاجر من الايجار في حال كانت الصيانه عليه للتواصل الاتصال عالرقم ...
241, الرياض,   حي القيروان ,شرق,300,0,5,5,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,125000,"دور دور دور
كل دور مكون من مجلس صاله غرفتين نوم مطبخ 
جديد
مكيفات مطابخ

لايوجد مصعد
الإيجار سنوي فقط"
2278, الدمام,   حي المدينة الصناعية الثانية ,جنوب,355,0,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,65000,جديدة
3468, الخبر,   حي اللؤلؤ ,غرب,330,0,6,4,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,37000,"حوش مجلس خارجي مجلس رجال دورة مياة مجلط  صاله مجلس نساء دورة مياة مطبخ 
غرفتين مستر روم وغرفتين مع دورة مياة وصاله
الملحق غرفتين ودورة مياة"
624, الرياض,   حي طويق ,شرق,300,0,4,5,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,33000,"السلام عليكم ورحمة الله وبركاته
 
فيلا مساحتها ٣٠٠ بحي الغروب
مكونه من مشب مدخل سياره حوش
مجلس رجال  صاله مجلس نساء
درج صاله 
٤ غرف نوم كلها ماستر
والدفع ٣٣دفعه كامله 
استخدام شهرين فقط
والله ولي التوفيق"
55, الرياض,   حي ظهرة لبن ,شمال غربي,500,8,7,5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,50000,"للإيجار فله في لبن دور ارضي مع مسروق على شارعين 20م
الدور الأرضي عباره عن مجلس ومقلط وصالة وغرفتين ومطبخ ودورتين مياه
والدور الثاني غرفتين ودورة مياه ( وممكن فتح شقة بجانب الدور المسروق ليصبح الدور العلوي ٤ غرف مع دورتين مياه + الغرفتين الأرضية ليصبح..."
2740, الدمام,   حي الشاطئ الغربي ,شمال,380,0,5,4,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,60000,‏دور ارضي بحي الشاطئ الغربي يتكون من ثلاث غرف نوم ‏ومقلط ومجلس وغرفة شغالة واربع دورات مياه مطبخ خارجي وداخلي حوش كراج سيارة مكيفة بالكامل تكييف مركزي بدون أثاث
1577, جدة,   حي الروضة ,شرق,100,0,2,3,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,62000,"مجمع ديار الروضة السكني يوفر لك جميع الخدمات والمرافق التي تحتاجها العائلة الصغيرة
-مسبح للكبار والصغار 
-نادي رياضي
-جلسات خاصة بالعوائل داخلية
-جلسات خاصة للعوائل خارجية
-كاميرات وامن ٢٤ ساعة 
-موقف خاص لكل وحدة سكنية خارجية"
1294, جدة,   حي المحمدية ,غرب,340,0,5,5,2,1,1,1,1,0,0,1,0,1,0,1,1,0,0,100000,"فيلا للايجار فى المحمدية دورين وملحق
الدور الارضى صوالين وصاله
٤غرف نوم و٣ حمامات وصاله وكتشن  
وملحق غرفتين وصاله وكتشن 
مطلوب ١٠٠ الف 
للتواصل 0536778408











فيلا للايجار فى البساتين البركه 
دورين وملحق مجلس رجال ومجلس حريم 
وصاله وحمامين وم..."
899, الرياض,   حي المروج ,جنوب شرقي,350,14,4,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,100000,"فلة زاوية في حي المروج قريبة من طريق الإمام 
التواصل عن طريق الواتس اب"
3125, الخبر,   حي الصواري ,جنوب,400,0,5,5,3,0,1,0,1,0,1,1,0,1,0,1,1,0,0,55000,"دبلكس للأيجار حي الصواري ج ٤٣

مجلس خارجي (ديوانية) مؤثثه

الدور الأرضي :
مجلس رجال
مقلط
صاله كبيره
مجلس حريم
مطبخ
2 دورة مياه

الدور الاول :
اربع غرفه نوم ثنتين ماستر
صاله كبيره
4 دوره مياه 

الملحق :
 غرفه نوم
صاله
غرفه شغاله
غرفه غسيل
دوره مياه

ح..."
2092, الدمام,   حي الحمراء ,شرق,600,9,7,5,2,1,1,1,1,1,1,1,0,1,0,0,1,1,1,85000,فلا زاويه ع كيف كيفك بحي الحمراء مع التكيف ويوجد مصعد بالفلا والتفصيل الثانيه ع الوتساب
2207, الدمام,   حي الاثير ,شرق,205,0,3,2,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,60000,يقع مجمع العائلة في الدمام استراتيجيًا بالقرب من طريق الظهران- الجبيل السريع. تشغل أكثر من 9000 متر مربع من المباني المبنية فوق المنطقة ، يتكون العقار من أكثر من 60 فلل غير مفروشة للايجار بأسعار معقولة مع خيارين (فيلات من غرفتي نوم و 3 غرف نوم). يقدم...
1476, جدة,   حي طيبة ,شرق,312,0,5,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,70000,"للايجار فيلا دبلكس منفصلة مخطط الرحيلي_مدينة_طيبة_قريب من طريق المدينة_جدة
المساحة: 312 متر
شارع: 16م
واجهة : شرقية
يوجد غرفة سائق بحمام
يوجد غرفة خادمة
جوش
نوافذ شتر
❁تتكون الفيلا من دورين وملحق
✿الدور الارضي
-مجلسين رجال ونساء بمدخلين ، مجلط ،صالة ..."
2174, الدمام,   حي المنتزه ,غرب,387,0,5,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,140000,"الفئه المستهدفه للتاجير:
موظفين شركات الكبرى
رجال الاعمال 


لتوضيح 140 الف دفعتين
135 الف دفعه واحده 
للجادين انا صاحب الفيلا 
واتس 0565569555"
1513, جدة,   حي الزمرد ,شمال,312,2,5,5,3,1,1,1,1,0,0,1,0,1,0,1,0,1,1,55000,"فله للايجار في ابحر الشماليه نظام ادوار
الدور الارضي عباره عن مجلس رجال وصاله ومطبخ ودورتين مياه غرفتين نوم الدور الثاني اربع غرف نوم وصاله ومطبخ وثلاث دورات مياه الملحق عباره عن مجلس وصاله غرفة شغاله دورتين مياه    مطلوب ٥٥الف"
3421, الخبر,   حي الحزام الاخضر ,جنوب شرقي,574,30,4,4,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,180000,"فيلا للايجار او الاستثمار

موقع مميز بالقرب من مستشفى سعد وفندق بودل والموفنبيك وغيرهم . 

الايجار السنوي المطلوب : 180,000 الف 

للاستفسار : 0502505555"
2994, الخبر,   حي الكورنيش ,جنوب,300,13,6,5,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,90000,"فيلا فاخرة في حي كورنيش الخبر. أفضل حي بالخبر.

مكونات الفيلا:
الدور الأرض: صالة بدورة مياه و مجلس بدوره مياه و غرفة طعام و مطبخين و غرفة خادمة بدورة مياه.
الدور الثاني: ٥ غرف نوم و صالة و مطبخ.
الدور الثالث: جناح بدورة مياه و بلكونة.


الايجار السكن..."
2497, الدمام,   حي المنتزه ,غرب,387,0,5,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,140000,"الفئه المستهدفه للتاجير:
موظفين شركات الكبرى
رجال الاعمال 


لتوضيح 140 الف دفعتين
135 الف دفعه واحده 
للجادين انا صاحب الفيلا 
واتس 0565569555"
1608, جدة,   حي الروضة ,جنوب غربي,250,10,4,4,2,1,0,0,0,0,1,1,0,1,0,1,1,0,0,100000,"فيلا للايجار في حي الروضه
مكونه من اربعه غرف نوم بس الحمامات وواحده ماستر مطبخ سيرفيس وصاله معيشه 
الدور الارضي 
مجلسين رجال ومجلس حريم حمامين وصاله مسبح مطبخ راكب
الملحق 
غرفه خادمه غرفه غسيل وسطح"
2756, الخبر,   حي اللؤلؤ ,غرب,437,0,7,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,1,60000,"للإيجار فيلا دورين وملحق في حي الأصداف

المساحة : ٤٣٧ متر 

الدور الأرضي : 
ديوانية خارجية - دورة مياة - مجلس - غرفة طعام رجال - مجلس نساء - مطبخ 

الدور الأول : 
عدد ٥ غرف نوم ( ٣ غرف منها ماستر )

الدور الثاني :
 غرفتين - غرفة غسيل - دورة مياة

للت..."
3405, الخبر,   حي اللؤلؤ ,غرب,300,0,6,4,2,1,1,0,0,0,0,1,0,1,0,1,0,0,1,37000,"دبلوكس للايجار في العزيزة حي اللؤلؤة مكون من حوش ومجلس خارجي ومجلس داخلي ودورة مياه ومجلط ومجلس نساء وصاله ودورة مياة ومطبخ 
وفوق غرفتين مستر روم وغرفتين عادي مع دورة مياة وصاله والملحق غرفتين مع حمام وسطح"
2423, الدمام,   حي طيبة ,شمال غربي,450,4,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,55000,"للاجار بيت في حي طيبه زاويه

مكون من 
الدور الاخير / غزفه + دورة مياه + غرفة غسيل 
الدور العلوي الاول/
٥ غرف نوم منهم واحدة ماستر + صالة
والدور الارضي مجلس ومقلط وصالة كبيره وغرفه جلوس نساء ومطبخين ومستودع 



❇️ في حالة عدم الرد او الهاتف مغلق 
يسعد..."
905, الرياض,   حي العريجاء الغربية ,شمال غربي,400,36,7,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,50000,مناسب سكن ومكاتب لشركات
1340, جدة,   حي النعيم ,شرق,575,22,5,5,2,1,0,1,1,0,0,1,0,1,0,0,0,0,0,90000,"فيلا للايجار بحي النعيم تنفع سكن عمال وفيها تقريبا اكثر من ١٢ غرفة

مطلوب  ٩٠ الف ايجار سنوي

الموقع غير دقيق وللمفاهمة جوال
٠٥٩١٤٨٢٦٣١"
2500, الدمام,   حي الحمراء ,شرق,600,9,7,5,2,1,1,1,1,1,1,1,0,1,0,0,1,1,1,85000,فلا زاويه ع كيف كيفك بحي الحمراء مع التكيف ويوجد مصعد بالفلا والتفصيل الثانيه ع الوتساب
3502, الخبر,   حي المدينة الرياضية ,جنوب غربي,200,7,5,4,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,43000,"شقه دوبلكس تتكون من 2 طابق مدخل خاص 
بالراكه الشماليه خلف بنده 
الطابق العلوي 
3 غرف نوم وصاله ومجلس ومطبخ و3 حممات 
الدور الاخير 
غرفتين وحمام وسطح 
مكيفه سبليت بالكامل 
السعر المطلوب 43000
للتواصل 

‭055 778 7836‬
في حاله عدم الرد يرجي التواصل واتس"
1488, جدة,   حي الروضة ,شرق,110,0,2,3,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,65000,"مجمع ديار الروضة السكني يوفر لك جميع الخدمات والمرافق التي تحتاجها العائلة الصغيرة
-مسبح للكبار والصغار 
-نادي رياضي
-جلسات خاصة بالعوائل داخلية
-جلسات خاصة للعوائل خارجية
-كاميرات وامن ٢٤ ساعة 
-موقف خاص لكل وحدة سكنية خارجية"
648, الرياض,   حي طويق ,غرب,420,0,6,5,2,1,1,1,1,1,1,1,0,1,0,0,0,0,1,40000,الاجار سنوي
1114, جدة,   حي الصالحية ,غرب,450,0,5,4,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,46000,"فله  مكونه  من دور   واحد   ٦ غرف  وصاله ومطبخ راكب    وغرفه  شغاله  و٤ حمامات     مع  سطح   وحوش    وغرفه   سواق   
الفله   جدددديده    ف  مخطط  الصالحيه  ٢"
2041, الدمام,   حي الحمراء ,شرق,600,9,7,5,2,1,1,1,1,1,1,1,0,1,0,0,1,1,1,85000,فلا زاويه ع كيف كيفك بحي الحمراء مع التكيف ويوجد مصعد بالفلا والتفصيل الثانيه ع الوتساب
2435, الدمام,   حي المنار ,شمال,350,0,7,5,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,100000,"فيلا جديدة للايجار بحي المنار  موقع ممتاز
الواجهة حجر ورخام 
قريبة من الخدمات وقريبة من النخيل مول 
تتكون من
الدور الارضي 
مجلس رجال
مقلط
مطبخ


صالة كبيرة وصالة صغيرة


غرفة نساء
دورتين مياه
مدخل سيارة
حوش بمساحة 70متر
مستودع خارجي
دورة مياه خارجية
..."
1315, جدة,   حي السلامة ,شمال,275,8,5,5,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,70000,فيلا روف دورين بحي السلامه
440, الرياض,   حي بدر ,شمال,300,15,7,5,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,40000,"دبلكس نظيفه 

اربعه غرف نوم  مع 3 حمامات 

صاله علوية

مجلس ومقلط واسع 

مجلس نساء

مطبخ  مفتوح

غرفه خادمه مع الحمام في السطح

حوش واسع مع مدخل مستقل للنساء"
3417, الخبر,   حي الراكة الجنوبية ,شمال,200,4,6,5,2,1,1,0,1,0,1,0,1,1,0,1,1,0,0,85000,"فيلا في الراكة الجنوبية على شارع ٤٠ مكونة من صالة ومجلس ومقلط ومطبخ نظام امريكي مع غرفة خادمة وغرفة غسيل وحوش وقراج ومسبح والدور الاول فيه ٤ غرف نوم مع صاله كبيرة للايجارعلى ٨٥ الف ريال 
الموقع قريب من الخدمات


أخي الكريم الباحث عن العقار/ في حالة ع..."
152, الرياض,   حي العارض ,شرق,300,2,5,5,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,85000,"للايجار فيلا دوبلكس في حي العارض 
الفيلا مكون من مجلس ومقلط وصاله 
وحوش ومستودع و٢دورات مياء ومطبخ راكب ومكيفات راكبه 
والدور العلوي في ٣غرف نوم منهم واحده ماستر وغرفتين بنهم دورات مياه والسطح في مجلس وغرفه شغاله وغرفة غسيل وسطح كبير السعر ٨٥الف"
596, الرياض,   حي السويدي ,شمال,250,5,6,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,52000,"الدور الأرضي مجل و مقلط و مجلس نساء و صاله مطبخ
الدور الأول غرفتين ماستر  و غرفتين حمامهم مشترك و صاله 
الدور الاثاني غرفتين و صاله و مطبخ و حوش السطح 
لتواصل وانس 0556289536"
687, الرياض,   حي الرمال ,جنوب غربي,360,0,5,2,3,1,1,1,1,0,0,0,0,1,0,0,1,0,1,150000,ست فلل اثنين درج داخلي شقتين واربعه منهم دور وثلاث شقق شغل عالي الجوده عوازل شارعين غربي وجنوبي شارع عشرين ومن الخلف شارع عشره شقق المستاجر مدخل من الخلف وغرفة سايق مجلس رجال كبير لجميع الفلل موقع جداً ممتاز جميع الفلل جبس وتاسيس مكيفات اسبلت وغرف كب...
575, الرياض,   حي الضباط ,شمال شرقي,750,15,7,5,5,1,1,1,1,1,1,0,0,1,0,0,1,0,0,115000,فيلا تقع في حي الضباط بالقرب من مدارس الشعلة و المدارس العالميةو مستشفى قوى الامن، فاخرة، تشبيط ديلوكس،مدخل سيارة يتسع لعدد 4 سيارات، تتكون من دورين + دور ثالث خدمات يحتوي على مطبخ و غرفة خادمة بدورة مياه، مجهز ب 9 مكيفات سبيلت بحالة شبه جديدة ، تقع ...
1479, جدة,   حي الزمرد ,شمال,312,2,5,5,3,1,1,1,1,0,0,1,0,1,0,1,0,1,1,55000,"فله للايجار في ابحر الشماليه نظام ادوار
الدور الارضي عباره عن مجلس رجال وصاله ومطبخ ودورتين مياه غرفتين نوم الدور الثاني اربع غرف نوم وصاله ومطبخ وثلاث دورات مياه الملحق عباره عن مجلس وصاله غرفة شغاله دورتين مياه    مطلوب ٥٥الف"
1446, جدة,   حي الياقوت ,شرق,280,0,5,5,3,1,1,1,0,0,0,1,1,1,0,1,1,0,0,50000,فلل للايجار في ابحر الشماليه مخطط الياقوت دورين وملحق خمسه غرف وثلاث صالات ومطبخ خمس دورات مياه مطلوب ٥٠الف
438, الرياض,   حي الواحة ,شرق,500,30,5,5,5,1,1,1,1,0,1,1,0,1,0,0,1,0,0,100000,"دفعة وحدة 90000 
دفعتين 100
0590903050
للايجار فيلا في حي الواحه"
2744, الخبر,   حي الصواري ,شرق,450,0,5,5,2,1,1,0,1,0,1,0,0,0,0,1,1,0,0,80000,"دبلكس جديد مكيف للايجار
الدور الارضي كراج سيارة مجالس مطبخ صالة 
الدور الثاني اربع غرف نوم غرفتين ماستر 
الدور الثاني  غرفة خادمة وغرفة غسيل 
يوجد ضمانات على السباكة والكهرباء ١٠ سنوات"
1699, جدة,   حي المحمدية ,شمال,250,8,4,3,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,130000,"فيلا اداريه مكونه من ٣ غرف نوم دورين وملحق موقف سياره 
غرفه حارس مقسمه غرف"
3377, الخبر,   حي الحزام الاخضر ,جنوب,400,4,4,5,2,1,1,1,1,0,1,1,0,0,0,1,1,0,0,140000,"٤غرف نوم منهم غرفتين ماستر 
مجلس وصاله ومطبخ ٥ دوراه مياه 
غرفه شغاله وغرفه سواق 
البيت  مكيف بالكامل مركزي"
1504, جدة,   حي الياقوت ,غرب,250,0,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,80000,فيلا للايجار بحى الياقوت مكيفات ومصعد ومطبخ راكب فيلا مفصوله
3238, الخبر,   حي اللؤلؤ ,غرب,437,0,7,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,1,60000,"للإيجار فيلا دورين وملحق في حي الأصداف

المساحة : ٤٣٧ متر 

الدور الأرضي : 
ديوانية خارجية - دورة مياة - مجلس - غرفة طعام رجال - مجلس نساء - مطبخ 

الدور الأول : 
عدد ٥ غرف نوم ( ٣ غرف منها ماستر )

الدور الثاني :
 غرفتين - غرفة غسيل - دورة مياة

للت..."
155, الرياض,   حي العارض ,شرق,250,2,7,4,2,1,1,1,1,1,0,0,0,1,0,0,1,0,0,110000,"فيلا درج داخلي مؤثثه بالكامل

الموقع : دانة الياسمين 

الدور الارضي: 
مدخل كراج 
غرفة سائق 
مجلس رجال 
صالة استقبال كبيره
مطبخ مؤثث بالكامل مع اجهزته 
دورتين مياه 
الدور الثاني :
صالة (جلسة عائلية) 
جناح رئيسي  
غرفتين نوم 
الدور الثالث : (الخدمات)
غ..."
2002, الدمام,   حي الفرسان ,غرب,350,5,4,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,30000,"دبلوكسين بجوار بعض 
  للايجار في مدينه الدمام حي الفرسان موقع استراتيجي 
مساحه ٣٥٠ م
الايجار ٣٠ الف سنويا
للاستفسار اكثر يرجى عدم التردد بالاتصال
على الرقم التالي :
0501773550"
1776, جدة,   حي الياقوت ,غرب,250,0,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,80000,فيلا للايجار بحى الياقوت مكيفات ومصعد ومطبخ راكب فيلا مفصوله
2212, الدمام,   حي الجوهرة ,شمال,250,6,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,38000,دبلكس بحي الحمراء خلف سنتر بوينت ‏أربع غرف نوم ومجلس وصالة كبيرة وصالة صغيرة أربع دورات مياه مدخلين موقف خاص داخل عمارة ويوجد شقق في نفس البناية تتكون من غرفتين نوم ومقلط ومجلس
1973, الدمام,   حي ضاحية الملك فهد ,شرق,250,3,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,35000,"للاجار دبلكس متصل في ضاحية الملك فهد الحي الثاني مجاور الثالث خلف مجمع اسواق الضاحيه 

الدور الارضي خدمات مجلس رجال مجلس نساء صاله مطبخ راكب وحمامين وحوش بكراج
الاول اربع غرف نوم غرفتين ماستر وغرفتين بحمام
ملحق غرفة خادمه وغرفة غسيل ومستودع 

ملاحظه ..."
3176, الخبر,   حي التحلية ,شمال شرقي,625,0,7,5,2,0,1,1,1,0,0,0,0,1,0,0,1,0,0,90000,"فلة بحي الثنيانيه- الخبر
حوش و مدخلين و كراج على الزاويه والحوش يتسع لـثلاث سيارات تقريباً

- الدور الاول: 
مجلس و مقلط مع مغاسل و دورة مياه (رجال)

مجلس و صاله و مطبخ كبير و دورة مياه و مغاسل (نساء)

- الدور الثاني:
٤ غرف نوم ٣ منها ماستر
صاله كبيره..."
888, الرياض,   حي المهدية ,جنوب,370,0,5,5,3,1,1,1,1,0,0,0,0,1,0,1,1,0,1,70000,
1516, جدة,   حي الزهراء ,جنوب,400,7,5,5,3,1,1,1,1,0,1,1,1,1,1,1,1,0,0,160000,"فيلا للايجار بحى الزهراء مكيفات ومطبخ راكب 
6 غرف نوم ويوجد مسبح"
1868, الدمام,   حي الشاطئ الغربي ,شرق,1000,9,5,5,3,1,1,1,1,0,1,1,1,1,0,0,0,0,0,165000,Luxury Villa
761, الرياض,   حي حطين ,جنوب غربي,786,10,5,5,3,1,1,1,1,0,1,1,1,1,0,0,0,0,1,650000,"للبيع فلا درج صاله فقط 
حي حطين الموسي مساحه ٧٨٦ متر 
زاويه جنوبيه غربيه شوارع ١٥ متر 
الفلا عباره  عن  قبو 
دور ارضي وعلوي وملاحق بالسطح
مدخل سياره غرفه سائق 
ملحق خارجي القبو به مسبح سينما
نادي صحي  حمام مغربي
الارضي  قسم رجال بمساحه ٢٥٠متر قسم نسا..."
3298, الخبر,   حي الكورنيش ,جنوب,300,13,6,5,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,90000,"فيلا فاخرة في حي كورنيش الخبر. أفضل حي بالخبر.

مكونات الفيلا:
الدور الأرض: صالة بدورة مياه و مجلس بدوره مياه و غرفة طعام و مطبخين و غرفة خادمة بدورة مياه.
الدور الثاني: ٥ غرف نوم و صالة و مطبخ.
الدور الثالث: جناح بدورة مياه و بلكونة.


الايجار السكن..."
611, الرياض,   حي الرمال ,شمال,270,5,5,4,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,45000,"فلة دورين درج بالصالة
مدخل سيارة
الدور العلوي اربع غرف وصالة
الدور الارضي مجلس مقلط  صالة  مطبخ 
دورتين مياة
ملاحظة لا يوجد سطح ولا ملحق"
1140, جدة,   حي الامواج ,غرب,515,0,4,5,3,1,1,1,1,0,1,1,1,1,0,1,1,1,0,135000,"دبلكس ٥١٥ متر
دورين وملحق جديد 
مسبح وشلال 
غرفه خادمه وغرفه سايق وموقف سياره 
مصعد 
٤ نوم ماستر
٣ صالات استقبال 
غرفه طعام 
تكييف مركزي"
463, الرياض,   حي الحزم ,شرق,300,0,7,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,1,30000,فلهالايجار دبلوكس جديد في حي مشارف الحزم بالشفا العقار جدا ممتاز جديد
2294, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,5,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,35000,"للايجار فيلا دبلكس جديد في ضاحيه الملك فهد بالدمام الحي الأول الأول الأول 
مساحه ٢٥٠ متر 
السعر ٣٥ الف في السنه 
طريقه الدفع ( دفعات كل سته شهور )
دور اراضي: 
مجلس رجال/ ملقط/ صاله فاتح علي مجلس نساء/ مطبخ / حمامات 
دور الاول: 
غرفتين نوم ماستر/ غرقت..."
199, الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ..."
2315, الدمام,   حي الشاطئ الغربي ,شمال,380,0,5,4,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,60000,‏دور ارضي بحي الشاطئ الغربي يتكون من ثلاث غرف نوم ‏ومقلط ومجلس وغرفة شغالة واربع دورات مياه مطبخ خارجي وداخلي حوش كراج سيارة مكيفة بالكامل تكييف مركزي بدون أثاث
3540, الخبر,   حي المدينة الرياضية ,جنوب غربي,200,7,5,4,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,43000,"شقه دوبلكس تتكون من 2 طابق مدخل خاص 
بالراكه الشماليه خلف بنده 
الطابق العلوي 
3 غرف نوم وصاله ومجلس ومطبخ و3 حممات 
الدور الاخير 
غرفتين وحمام وسطح 
مكيفه سبليت بالكامل 
السعر المطلوب 43000
للتواصل 

‭055 778 7836‬
في حاله عدم الرد يرجي التواصل واتس"
54, الرياض,   حي الياسمين ,شمال,312,9,6,5,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,85000,"فله مفصوله ٣١٢ م للايجار
تحت كراج ومجلسين رجال ونساء ومقلط 
٣ حمامات ومطبخ بدون سايق او ملحق
دور علوي
غرفتين بينهم حمام و٣ غرف وااسعه بحماماتها
وسطح به غرفتين وغسيل وسطح
الفله قرب مسجد
يوجد فيديو للجادين"
1758, جدة,   حي البساتين ,شرق,650,20,7,5,2,1,1,1,1,0,1,1,0,0,0,0,1,0,0,120000,فيلا  للإيجار تنفع مكتب محاما او سكني مباشره على طريق المدينة
2714, الدمام,   حي بدر ,غرب,230,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000,للايجار فيلا دبلكس بحي بدر 91 الف دورين وملحق الدور الارضي استقبال الدور الثاني ثلاث غرف نوم كلهم ماستر وصالة الملحق غرفة ماستر وغرفة غسيل وسطح خاااص
2333, الدمام,   حي المنار ,شمال,350,0,7,5,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,100000,"فيلا جديدة للايجار بحي المنار  موقع ممتاز
الواجهة حجر ورخام 
قريبة من الخدمات وقريبة من النخيل مول 
تتكون من
الدور الارضي 
مجلس رجال
مقلط
مطبخ


صالة كبيرة وصالة صغيرة


غرفة نساء
دورتين مياه
مدخل سيارة
حوش بمساحة 70متر
مستودع خارجي
دورة مياه خارجية
..."
