,city,district,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price,Rent Frequnecy,Accommodation Types
1513, جدة,   حي الزهراء ,شمال,450,6,4,3,3,1,1,1,0,0,1,1,0,1,0,1,1,0,1,220000,Unkown,house
1514, الخبر,   حي الكورنيش ,جنوب,350,10,5,5,5,1,1,1,1,0,1,0,0,1,0,1,1,0,0,150000,Unkown,house
1515, الخبر,   حي مدينة العمال ,جنوب شرقي,348,30,5,5,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,65000,Unkown,house
1516, الرياض,   حي العليا ,شمال,350,8,5,5,4,1,1,1,1,0,1,1,0,1,0,0,1,0,0,90000,Unkown,house
1517, الدمام,   حي الشعلة ,جنوب,300,3,4,5,4,1,1,1,1,0,1,0,0,0,0,0,1,1,0,70000,Unkown,house
1518, الخبر,   حي الامواج ,غرب,437,0,7,5,2,0,1,0,1,0,0,1,0,1,0,1,1,0,1,60000,Unkown,house
1519, الرياض,   حي عرقة ,جنوب شرقي,200,11,6,4,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,45000,Unkown,house
1520, الدمام,   حي السيف ,غرب,300,11,6,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000,Unkown,house
1521, الخبر,   حي الصواري ,جنوب,400,0,5,5,3,0,1,0,1,0,1,1,0,1,0,1,1,0,0,55000,Unkown,house
1522, الدمام,   حي ضاحية الملك فهد ,شمال,250,0,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37000,Unkown,house
1523, الدمام,   حي السيف ,غرب,300,11,6,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000,Unkown,house
1524, الرياض,   حي الازدهار ,شرق,250,25,5,4,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,45000,Unkown,house
1525, الدمام,   حي الحمراء ,شرق,600,9,7,5,2,1,1,1,1,1,1,1,0,1,0,0,1,1,1,85000,Unkown,house
1526, الخبر,   حي الصواري ,جنوب,400,0,5,5,3,0,1,0,1,0,1,1,0,1,0,1,1,0,0,55000,Unkown,house
1527, جدة,   حي الياقوت ,شرق,280,0,5,5,3,1,1,1,0,0,0,1,1,1,0,1,1,0,0,50000,Unkown,house
1528, جدة,   حي المحمدية ,غرب,380,7,4,4,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000,Unkown,house
1529, الدمام,   حي الفرسان ,غرب,350,5,4,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,30000,Unkown,house
1530, جدة,   حي الياقوت ,شرق,280,0,5,5,3,1,1,1,0,0,0,1,1,1,0,1,1,0,0,50000,Unkown,house
1531, الخبر,   حي الكورنيش ,جنوب,300,13,6,5,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,90000,Unkown,house
1532, الدمام,   حي الفرسان ,غرب,350,5,4,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,30000,Unkown,house
1533, الخبر,   حي الحزام الاخضر ,جنوب شرقي,574,30,4,4,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,180000,Unkown,house
1534, جدة,   حي طيبة ,شمال,600,10,5,5,4,1,1,1,0,0,0,1,0,1,0,0,0,0,0,170000,Unkown,house
1535, الرياض,   حي الصحافة ,غرب,230,7,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,80000,Unkown,house
1536, جدة,   حي الصوارى ,شمال,350,0,5,5,2,1,1,1,1,0,1,1,0,1,1,1,1,1,0,95000,Unkown,house
1537, جدة,   حي طيبة ,شرق,312,0,5,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,70000,Unkown,house
1538, الدمام,   حي ضاحية الملك فهد ,شمال,250,0,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37000,Unkown,house
1539, جدة,   حي الشاطئ ,جنوب,750,20,5,5,3,1,1,1,1,0,1,1,1,1,0,0,1,0,0,350000,Unkown,house
1540, جدة,   حي الروضة ,شرق,110,0,2,3,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,65000,Unkown,Unkown
1541, جدة,   حي الزهراء ,شرق,420,3,5,5,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,135000,Unkown,house
1542, الخبر,   حي اللؤلؤ ,غرب,437,0,7,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,1,60000,Unkown,house
1543, الخبر,   حي الامواج ,غرب,437,0,7,5,2,0,1,0,1,0,0,1,0,1,0,1,1,0,1,60000,Unkown,house
1544, الدمام,   حي المنار ,جنوب,200,0,7,5,2,1,1,0,1,1,1,1,0,1,0,1,1,0,0,60000,Monthly,house
1545, الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,Unkown,house
1546, جدة,   حي الروضة ,شرق,110,0,2,3,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,65000,Unkown,Unkown
1547, الرياض,   حي النهضة ,شرق,300,15,5,5,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,50000,Unkown,house
1548, الخبر,   حي الصواري ,جنوب,400,0,5,5,3,0,1,0,1,0,1,1,0,1,0,1,1,0,0,55000,Unkown,house
1549, جدة,   حي الروضة ,جنوب غربي,250,10,4,4,2,1,0,0,0,0,1,1,0,1,0,1,1,0,0,100000,Unkown,house
1550, الدمام,   حي المنتزه ,غرب,387,0,5,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,140000,Unkown,house
1551, جدة,   حي الحمدانية ,شرق,300,0,5,5,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,150000,Unkown,house
1552, جدة,   حي الشاطئ ,شمال,250,0,3,3,2,1,1,0,1,0,1,0,1,1,0,1,0,0,0,100000,Unkown,Unkown
1553, الدمام,   حي الجوهرة ,شمال,250,6,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,38000,Unkown,house
1554, الرياض,   حي ظهرة البديعة ,شرق,570,29,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,60000,Unkown,house
1555, جدة,   حي المحمدية ,شمال,250,8,4,3,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,130000,Unkown,house
1556, جدة,   حي الزهراء ,جنوب,400,7,5,5,3,1,1,1,1,0,1,1,1,1,1,1,1,0,0,160000,Unkown,house
1557, الدمام,   حي ضاحية الملك فهد ,شمال,250,5,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,36000,Unkown,house
1558, الرياض,   حي ظهرة لبن ,جنوب,450,0,5,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,40000,Unkown,house
1559, الدمام,   حي السيف ,غرب,300,11,6,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000,Unkown,house
1560, الرياض,   حي الرمال ,شرق,300,0,4,4,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0,50000,Unkown,house
1561, الدمام,   حي المنار ,شمال,350,0,7,5,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,100000,Unkown,house
1562, الدمام,   حي المنتزه ,غرب,387,0,5,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,140000,Unkown,house
1563, جدة,   حي النعيم ,شمال,390,8,4,5,3,1,1,1,1,0,0,1,1,1,0,1,1,0,0,100000,Unkown,house
1564, جدة,   حي الروضة ,شرق,100,0,2,3,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,62000,Unkown,Unkown
1565, الخبر,   حي الكورنيش ,جنوب,300,13,6,5,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,90000,Unkown,house
1566, الدمام,   حي الخالدية الشمالية ,شرق,400,5,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,70000,Unkown,house
1567, الخبر,   حي الامواج ,غرب,437,0,7,5,2,0,1,0,1,0,0,1,0,1,0,1,1,0,1,60000,Unkown,house
1568, الرياض,   حي العارض ,جنوب,300,0,4,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,85000,Unkown,house
1569, جدة,   حي الروضة ,شرق,110,0,2,3,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,65000,Unkown,Unkown
1570, الخبر,   حي التحلية ,جنوب,300,0,5,5,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,75000,Unkown,house
1571, الدمام,   حي الحمراء ,شرق,600,9,7,5,2,1,1,1,1,1,1,1,0,1,0,0,1,1,1,85000,Unkown,house
1572, الخبر,   حي الراكة الجنوبية ,شمال,200,4,6,5,2,1,1,0,1,0,1,0,1,1,0,1,1,0,0,85000,Unkown,house
1573, الرياض,   حي الرمال ,شمال,312,0,4,4,2,1,1,0,1,1,0,1,0,1,0,0,1,0,0,45000,Unkown,house
1574, الخبر,   حي مدينة العمال ,جنوب شرقي,348,30,5,5,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,65000,Unkown,house
1575, الدمام,   حي المنار ,جنوب,200,0,7,5,2,1,1,0,1,1,1,1,0,1,0,1,1,0,0,60000,Monthly,house
1576, الرياض,   حي العارض ,جنوب,300,3,3,4,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,52000,Unkown,house
1577, الخبر,   حي اللؤلؤ ,غرب,300,0,6,4,2,1,1,0,0,0,0,1,0,1,0,1,0,0,1,37000,Unkown,house
1578, الخبر,   حي الصواري ,جنوب,400,0,5,5,3,0,1,0,1,0,1,1,0,1,0,1,1,0,0,55000,Unkown,house
1579, جدة,   حي المحمدية ,شرق,300,10,4,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,85000,Unkown,house
1580, الرياض,   حي العارض ,شمال,400,0,4,5,2,1,1,0,1,0,1,0,0,0,0,0,1,0,1,70000,Unkown,house
1581, الدمام,   حي المنار ,جنوب,200,0,7,5,2,1,1,0,1,1,1,1,0,1,0,1,1,0,0,60000,Monthly,house
1582, الخبر,   حي الامواج ,غرب,437,0,7,5,2,0,1,0,1,0,0,1,0,1,0,1,1,0,1,60000,Unkown,house
1583, الدمام,   حي المدينة الصناعية الثانية ,جنوب,355,0,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,65000,Unkown,Unkown
1584, الدمام,   حي المنار ,جنوب,200,0,7,5,2,1,1,0,1,1,1,1,0,1,0,1,1,0,0,60000,Monthly,house
1585, جدة,   حي الياقوت ,غرب,250,0,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,80000,Unkown,house
1586, الرياض,   حي الرمال ,شمال,300,0,5,4,2,1,1,0,0,0,0,0,0,1,0,1,1,0,1,45000,Unkown,house
1587, الخبر,   حي التحلية ,شمال شرقي,625,0,7,5,2,0,1,1,1,0,0,0,0,1,0,0,1,0,0,90000,Unkown,house
1588, الخبر,   حي البحيرة ,غرب,375,0,4,4,2,1,1,0,0,0,1,0,1,1,0,1,1,0,0,80000,Unkown,house
1589, الدمام,   حي السيف ,غرب,300,11,6,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000,Unkown,house
1590, جدة,   حي الشاطئ ,شمال شرقي,300,2,3,4,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,150000,Monthly,house
1591, الرياض,   حي النرجس ,غرب,280,0,3,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,95000,Unkown,house
1592, الدمام,   حي ضاحية الملك فهد ,شمال,250,0,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37000,Unkown,house
1593, الخبر,   حي التحلية ,شمال شرقي,625,0,7,5,2,0,1,1,1,0,0,0,0,1,0,0,1,0,0,90000,Unkown,house
1594, الدمام,   حي الجوهرة ,شمال,250,6,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,38000,Unkown,house
1595, جدة,   حي الشاطئ ,شمال شرقي,300,2,3,4,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,150000,Monthly,house
1596, الخبر,   حي الكورنيش ,جنوب,350,10,5,5,5,1,1,1,1,0,1,0,0,1,0,1,1,0,0,150000,Unkown,house
1597, جدة,   حي الزهراء ,شرق,800,14,4,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,160000,Unkown,house
1598, الخبر,   حي البحيرة ,غرب,375,0,4,4,2,1,1,0,0,0,1,0,1,1,0,1,1,0,0,80000,Unkown,house
1599, جدة,   حي البساتين ,جنوب,350,10,4,4,2,0,1,1,1,0,1,1,0,1,0,1,0,0,0,90000,Unkown,house
1600, جدة,   حي الروضة ,جنوب غربي,250,10,4,4,2,1,0,0,0,0,1,1,0,1,0,1,1,0,0,100000,Unkown,house
1601, جدة,   حي الشراع ,غرب,300,3,5,5,3,1,1,1,1,0,1,1,0,1,0,1,0,1,0,75000,Unkown,house
1602, الدمام,   حي بدر ,غرب,230,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000,Unkown,house
1603, الرياض,   حي التعاون ,جنوب شرقي,250,0,4,5,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,130000,Unkown,apartment
1604, جدة,   حي الزمرد ,غرب,300,0,5,4,2,1,0,0,1,1,1,0,1,1,0,0,1,0,0,220000,Unkown,house
1605, الدمام,   حي ضاحية الملك فهد ,شمال,250,0,5,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37000,Unkown,house
1606, الرياض,   حي القادسية ,شرق,370,0,4,3,2,0,1,1,1,1,0,1,0,1,0,0,1,0,0,55000,Unkown,house
1607, الخبر,   حي المدينة الرياضية ,جنوب غربي,200,7,5,4,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,43000,Unkown,apartment
1608, الدمام,   حي الاثير ,شرق,205,0,3,2,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,60000,Unkown,house
1609, الرياض,   حي الصفا ,شمال شرقي,500,35,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,Unkown,house
1610, الدمام,   حي جامعة الدمام ,شرق,250,5,5,5,2,1,1,0,1,0,1,1,0,1,0,1,0,0,0,55000,Unkown,house
1611, الدمام,   حي المنتزه ,غرب,387,0,5,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,140000,Unkown,house
1612, الخبر,   حي الكورنيش ,جنوب,350,10,5,5,5,1,1,1,1,0,1,0,0,1,0,1,1,0,0,150000,Unkown,house
1613, جدة,   حي بريمان ,جنوب,350,0,7,5,2,1,1,0,1,0,0,1,0,0,0,1,1,1,0,45000,Unkown,house
1614, الرياض,   حي النرجس ,جنوب شرقي,280,0,7,5,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,95000,Unkown,house
1615, جدة,   حي الزهراء ,جنوب,400,7,5,5,3,1,1,1,1,0,1,1,1,1,1,1,1,0,0,160000,Unkown,house
1616, الدمام,   حي بدر ,غرب,230,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000,Unkown,house
1617, جدة,   حي طيبة ,شمال,600,3,5,5,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,38000,Unkown,house
1618, الرياض,   حي حطين ,جنوب,263,3,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,160000,Unkown,apartment
1619, الخبر,   حي الصواري ,شرق,450,0,5,5,2,1,1,0,1,0,1,0,0,0,0,1,1,0,0,80000,Unkown,house
1620, الدمام,   حي الشاطئ الغربي ,شمال,380,0,5,4,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,60000,Unkown,floor
1621, الرياض,   حي اليرموك ,شمال,300,9,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65000,Unkown,house
1622, الخبر,   حي البحيرة ,غرب,375,0,4,4,2,1,1,0,0,0,1,0,1,1,0,1,1,0,0,80000,Unkown,house
1623, الدمام,   حي الخالدية الشمالية ,شمال,400,4,5,1,3,1,0,0,1,1,1,1,0,1,0,0,0,0,0,75000,Unkown,house
1624, الخبر,   حي الكورنيش ,جنوب,350,10,5,5,5,1,1,1,1,0,1,0,0,1,0,1,1,0,0,150000,Unkown,house
1625, الدمام,   حي طيبة ,شمال غربي,450,4,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,55000,Unkown,floor
1626, الرياض,   حي الملقا ,جنوب,250,2,5,5,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,90000,Unkown,house
1627, الرياض,   حي الرمال ,شرق,372,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,40000,Unkown,house
1628, جدة,   حي الخالدية ,شمال,400,8,7,5,5,1,1,1,1,0,1,1,1,1,0,0,1,0,0,120000,Unkown,house
1629, الدمام,   حي المنار ,جنوب,200,0,7,5,2,1,1,0,1,1,1,1,0,1,0,1,1,0,0,60000,Monthly,house
1630, الخبر,   حي الصواري ,شمال,312,0,5,5,3,0,0,0,0,0,0,1,0,1,0,1,1,0,0,45000,Unkown,house
1631, الرياض,   حي الفيحاء ,شمال,375,16,7,5,2,0,1,1,1,0,0,1,0,1,0,1,1,0,1,65000,Unkown,house
1632, الدمام,   حي بدر ,غرب,230,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000,Unkown,house
1633, الرياض,   حي العليا ,جنوب,520,25,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,95000,Unkown,house
1634, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,5,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,35000,Unkown,house
1635, الرياض,   حي الملقا ,شرق,416,0,4,4,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,160000,Unkown,house
1636, الدمام,   حي السيف ,غرب,300,11,6,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000,Unkown,house
1637, الرياض,   حي السليمانية ,غرب,250,4,3,3,2,1,1,1,1,0,1,0,1,0,0,0,1,0,0,80000,Unkown,house
1638, الرياض,   حي النخيل ,جنوب شرقي,420,15,5,5,3,1,1,1,1,0,0,1,0,1,0,1,1,0,0,140000,Unkown,house
1639, الدمام,   حي طيبة ,جنوب,375,0,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,Unkown,house
1640, جدة,   حي الياقوت ,شرق,280,0,5,5,3,1,1,1,0,0,0,1,1,1,0,1,1,0,0,50000,Unkown,house
1641, الدمام,   حي الشعلة ,جنوب,300,3,4,5,4,1,1,1,1,0,1,0,0,0,0,0,1,1,0,70000,Unkown,house
1642, الخبر,   حي الامواج ,غرب,437,0,7,5,2,0,1,0,1,0,0,1,0,1,0,1,1,0,1,60000,Unkown,house
1643, الدمام,   حي الشعلة ,شمال,300,0,7,5,4,1,1,1,1,0,1,1,0,1,1,1,1,0,0,85000,Unkown,house
1644, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,5,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,35000,Unkown,house
1645, جدة,   حي المحمدية ,شمال,250,8,4,3,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,130000,Unkown,house
1646, جدة,   حي الصالحية ,شمال,300,0,5,5,2,1,1,1,0,0,0,1,0,1,0,1,1,0,0,55000,Unkown,house
1647, جدة,   حي المحمدية ,شرق,375,9,5,5,2,1,0,1,1,0,0,1,1,1,0,0,1,0,0,100000,Unkown,house
1648, الرياض,   حي الملقا ,جنوب,375,2,5,5,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,130000,Unkown,Unkown
1649, الدمام,   حي المنار ,غرب,280,3,5,5,3,1,1,1,1,0,0,1,0,1,0,1,0,0,0,55000,Unkown,house
1650, الرياض,   حي الرمال ,جنوب,325,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60000,Unkown,house
1651, الدمام,   حي السيف ,غرب,300,11,6,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000,Unkown,house
1652, الرياض,   حي عرقة ,شرق,400,4,7,5,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,80000,Unkown,house
1653, الرياض,   حي النسيم الغربي ,شرق,500,0,5,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,1,70000,Unkown,house
1654, جدة,   حي الروضة ,جنوب غربي,250,10,4,4,2,1,0,0,0,0,1,1,0,1,0,1,1,0,0,100000,Unkown,house
1655, الخبر,   حي التحلية ,شمال شرقي,625,0,7,5,2,0,1,1,1,0,0,0,0,1,0,0,1,0,0,90000,Unkown,house
1656, الرياض,   حي النرجس ,جنوب,375,0,5,5,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,140000,Unkown,house
1657, الخبر,   حي الكورنيش ,جنوب,350,10,5,5,5,1,1,1,1,0,1,0,0,1,0,1,1,0,0,150000,Unkown,house
1658, الرياض,   حي الرمال ,جنوب,216,0,4,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,40000,Unkown,house
1659, الدمام,   حي الشاطئ الغربي ,شمال,380,0,5,4,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,60000,Unkown,floor
1660, الرياض,   حي الملقا ,شمال,270,2,3,3,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,140000,Unkown,house
1661, الرياض,   حي القادسية ,جنوب,370,0,5,4,2,1,1,0,1,0,0,1,0,1,0,0,0,1,0,60000,Unkown,house
1662, الخبر,   حي العليا ,شمال,325,14,4,5,2,1,0,1,1,0,1,0,0,1,0,1,1,0,0,65000,Unkown,house
1663, الخبر,   حي الصواري ,جنوب,400,0,5,5,3,0,1,0,1,0,1,1,0,1,0,1,1,0,0,55000,Unkown,house
1664, الخبر,   حي اللؤلؤ ,غرب,437,0,7,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,1,60000,Unkown,house
1665, الخبر,   حي مدينة العمال ,جنوب شرقي,348,30,5,5,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,65000,Unkown,house
1666, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,5,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,35000,Unkown,house
1667, الدمام,   حي الجوهرة ,شمال,250,6,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,38000,Unkown,house
1668, الخبر,   حي الصواري ,جنوب,400,0,5,5,3,0,1,0,1,0,1,1,0,1,0,1,1,0,0,55000,Unkown,house
1669, الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,Unkown,house
1670, الخبر,   حي الحزام الاخضر ,جنوب شرقي,574,30,4,4,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,180000,Unkown,house
1671, الرياض,   حي المونسية ,جنوب,400,10,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70000,Unkown,Unkown
1672, الرياض,   حي المحمدية ,غرب,750,10,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,150000,Unkown,house
1673, الخبر,   حي الحزام الاخضر ,جنوب شرقي,574,30,4,4,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,180000,Unkown,house
1674, جدة,   حي الورود ,غرب,250,3,5,4,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,65000,Unkown,house
1675, الرياض,   حي الرمال ,شرق,370,0,6,3,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,45600,Unkown,Unkown
1676, الخبر,   حي العليا ,شمال,325,14,4,5,2,1,0,1,1,0,1,0,0,1,0,1,1,0,0,65000,Unkown,house
1677, الرياض,   حي العارض ,غرب,312,0,3,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,100000,Unkown,apartment
1678, الرياض,   حي اشبيلية ,جنوب,300,3,6,5,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,95000,Unkown,house
1679, الرياض,   حي المونسية ,جنوب,312,0,7,5,2,1,1,1,1,0,0,1,0,1,0,0,1,1,1,90000,Unkown,house
1680, الرياض,   حي العارض ,جنوب,440,0,4,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,110000,Unkown,house
1681, الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,Unkown,house
1682, الدمام,   حي الجوهرة ,شمال,250,6,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,38000,Unkown,house
1683, جدة,   حي المحمدية ,شمال,250,8,4,3,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,130000,Unkown,house
1684, الرياض,   حي العليا ,جنوب شرقي,300,15,4,3,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,120000,Unkown,house
1685, الرياض,   حي طويق ,شمال,300,0,5,5,2,1,1,0,1,0,0,0,0,1,0,1,1,0,0,31000,Unkown,Unkown
1686, جدة,   حي النعيم ,شرق,350,5,7,5,5,1,1,1,1,0,1,1,0,1,0,1,1,0,0,100000,Unkown,house
1687, الخبر,   حي اللؤلؤ ,غرب,300,0,6,4,2,1,1,0,0,0,0,1,0,1,0,1,0,0,1,37000,Unkown,house
1688, جدة,   حي الفلاح ,جنوب,320,0,6,5,2,1,1,1,1,0,1,1,0,1,0,0,1,1,0,65000,Unkown,Unkown
1689, الرياض,   حي النرجس ,شرق,371,0,7,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,160000,Unkown,apartment
1690, الخبر,   حي التحلية ,شرق,330,0,4,5,4,1,1,1,1,0,1,1,0,1,0,0,0,0,0,80000,Unkown,house
1691, جدة,   حي الروضة ,شرق,110,0,2,3,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,65000,Unkown,Unkown
1692, الدمام,   حي ضاحية الملك فهد ,شرق,250,6,7,5,2,1,1,0,1,0,0,0,0,1,0,1,1,0,0,35000,Unkown,Unkown
1693, جدة,   حي المحمدية ,شمال,250,8,4,3,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,130000,Unkown,house
1694, الخبر,   حي الراكة الجنوبية ,شمال,200,4,6,5,2,1,1,0,1,0,1,0,1,1,0,1,1,0,0,85000,Unkown,house
1695, الرياض,   حي الندى ,غرب,250,0,4,5,4,1,1,1,1,0,1,1,0,1,0,0,1,0,0,180000,Unkown,house
1696, الدمام,   حي المنار ,شمال,350,0,7,5,3,1,1,1,1,0,0,0,0,1,0,0,1,0,0,100000,Unkown,house
1697, الخبر,   حي المدينة الرياضية ,جنوب غربي,200,7,5,4,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,43000,Unkown,apartment
1698, جدة,   حي الشاطئ ,جنوب غربي,700,0,5,5,3,1,1,1,1,0,1,1,1,0,1,0,1,1,0,400000,Unkown,house
1699, الرياض,   حي العارض ,جنوب,300,2,4,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,80000,Unkown,house
1700, جدة,   حي البساتين ,شمال,300,10,5,5,3,1,0,1,1,0,1,0,0,1,0,1,1,0,0,100000,Unkown,house
1701, الرياض,   حي المونسية ,غرب,290,0,4,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,60000,Unkown,house
1702, الدمام,   حي الخالدية الشمالية ,شرق,400,5,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,70000,Unkown,house
1703, الدمام,   حي الانوار ,شرق,280,0,6,5,2,0,1,1,1,0,0,0,0,1,0,1,1,0,0,40000,Unkown,house
1704, الرياض,   حي العارض ,غرب,394,0,4,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,1,140000,Unkown,house
1705, الدمام,   حي السيف ,غرب,300,11,6,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000,Unkown,house
1706, الخبر,   حي الحزام الاخضر ,جنوب,400,4,4,5,2,1,1,1,1,0,1,1,0,0,0,1,1,0,0,140000,Unkown,floor
1707, جدة,   حي المرجان ,غرب,330,4,4,4,2,1,1,1,1,0,1,1,1,1,1,0,1,0,0,120000,Unkown,house
