,city,district,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price,Rent Frequnecy,Accommodation Types
1708, الدمام,   حي طيبة ,شمال غربي,450,4,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,55000,Unkown,floor
1709, الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,Unkown,house
1710, الدمام,   حي الخالدية الشمالية ,شرق,400,5,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,70000,Unkown,house
1711, الدمام,   حي السيف ,غرب,300,11,6,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000,Unkown,house
1712, جدة,   حي الربوة ,جنوب,650,30,7,5,2,1,0,1,0,0,0,1,0,1,0,1,1,0,0,50000,Unkown,apartment
1713, الدمام,   حي الجوهرة ,شمال,250,6,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,38000,Unkown,house
1714, الخبر,   حي الصواري ,شمال,312,0,5,5,3,0,0,0,0,0,0,1,0,1,0,1,1,0,0,45000,Unkown,house
1715, الدمام,   حي بدر ,غرب,230,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000,Unkown,house
1716, الخبر,   حي التحلية ,شمال شرقي,625,0,7,5,2,0,1,1,1,0,0,0,0,1,0,0,1,0,0,90000,Unkown,house
1717, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,5,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,35000,Unkown,house
1718, الرياض,   حي الرفيعة ,شرق,250,0,5,5,2,1,1,0,1,1,1,1,1,1,0,1,1,0,0,14000,Monthly,house
1719, الدمام,   حي ضاحية الملك فهد ,شمال,250,5,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,36000,Unkown,house
1720, الرياض,   حي الرمال ,شرق,350,2,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,0,45000,Unkown,house
1721, الرياض,   حي التعاون ,جنوب,250,0,4,4,2,1,1,0,1,0,1,0,1,1,0,0,1,0,0,130000,Unkown,apartment
1722, الخبر,   حي اللؤلؤ ,غرب,330,0,6,4,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,37000,Unkown,floor
1723, الخبر,   حي البحيرة ,غرب,375,0,4,4,2,1,1,0,0,0,1,0,1,1,0,1,1,0,0,80000,Unkown,house
1724, الدمام,   حي الجوهرة ,شمال,250,6,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,38000,Unkown,house
1725, الخبر,   حي التحلية ,شرق,330,0,4,5,4,1,1,1,1,0,1,1,0,1,0,0,0,0,0,80000,Unkown,house
1726, جدة,   حي الزهراء ,جنوب,400,7,5,5,3,1,1,1,1,0,1,1,1,1,1,1,1,0,0,160000,Unkown,house
1727, الدمام,   حي الخالدية الشمالية ,شرق,400,5,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,70000,Unkown,house
1728, الدمام,   حي الشعلة ,شمال,300,3,4,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,55000,Unkown,house
1729, الدمام,   حي المنار ,جنوب,200,0,7,5,2,1,1,0,1,1,1,1,0,1,0,1,1,0,0,60000,Monthly,house
1730, جدة,   حي بريمان ,جنوب,350,0,7,5,2,1,1,0,1,0,0,1,0,0,0,1,1,1,0,45000,Unkown,house
1731, جدة,   حي الياقوت ,غرب,250,0,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,80000,Unkown,house
1732, جدة,   حي المحمدية ,شرق,375,9,5,5,2,1,0,1,1,0,0,1,1,1,0,0,1,0,0,100000,Unkown,house
1733, الخبر,   حي الصواري ,جنوب,400,0,5,5,3,0,1,0,1,0,1,1,0,1,0,1,1,0,0,55000,Unkown,house
1734, الخبر,   حي التحلية ,شرق,330,0,4,5,4,1,1,1,1,0,1,1,0,1,0,0,0,0,0,80000,Unkown,house
1735, الخبر,   حي مدينة العمال ,جنوب شرقي,348,30,5,5,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,65000,Unkown,house
1736, جدة,   حي بريمان ,جنوب,350,0,7,5,2,1,1,0,1,0,0,1,0,0,0,1,1,1,0,45000,Unkown,house
1737, الرياض,   حي اليرموك ,شمال,300,10,4,3,2,1,1,1,1,0,0,0,0,1,0,0,1,0,0,65000,Unkown,house
1738, جدة,   حي النعيم ,شرق,375,7,5,5,3,1,1,1,1,0,1,1,0,0,0,1,1,0,0,90000,Unkown,house
1739, الخبر,   حي اللؤلؤ ,غرب,300,0,6,4,2,1,1,0,0,0,0,1,0,1,0,1,0,0,1,37000,Unkown,house
1740, الرياض,   حي الرمال ,شمال,300,0,5,4,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,48000,Unkown,house
1741, جدة,   حي النهضة ,شمال,300,13,4,5,2,1,0,1,1,0,1,0,0,0,0,0,1,0,0,80000,Unkown,house
1742, الرياض,   حي النرجس ,غرب,372,0,3,5,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,160000,Unkown,house
1743, الرياض,   حي النرجس ,شرق,270,0,4,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,100000,Unkown,house
1744, الدمام,   حي الجوهرة ,شمال,250,6,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,38000,Unkown,house
1745, جدة,   حي طيبة ,شمال,600,3,5,5,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,38000,Unkown,house
1746, الخبر,   حي الصواري ,شرق,450,0,5,5,2,1,1,0,1,0,1,0,0,0,0,1,1,0,0,80000,Unkown,house
1747, الدمام,   حي طيبة ,شمال غربي,450,4,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,55000,Unkown,floor
1748, الخبر,   حي التحلية ,شمال شرقي,625,0,7,5,2,0,1,1,1,0,0,0,0,1,0,0,1,0,0,90000,Unkown,house
1749, الرياض,   حي الرمال ,شمال,400,0,5,4,2,1,1,1,1,0,0,1,0,1,0,0,1,0,0,45000,Unkown,house
1750, الرياض,   حي النرجس ,شمال,300,4,5,5,2,1,1,0,1,0,1,0,0,1,0,0,1,0,0,100000,Unkown,house
1751, الدمام,   حي طيبة ,شمال غربي,450,4,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,55000,Unkown,floor
1752, الدمام,   حي الاثير ,شرق,205,0,3,2,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,60000,Unkown,house
1753, جدة,   حي الياقوت ,شرق,280,0,5,5,3,1,1,1,0,0,0,1,1,1,0,1,1,0,0,50000,Unkown,house
1754, الخبر,   حي الحزام الاخضر ,جنوب,400,4,4,5,2,1,1,1,1,0,1,1,0,0,0,1,1,0,0,140000,Unkown,floor
1755, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,5,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,35000,Unkown,house
1756, جدة,   حي البساتين ,شمال,550,5,5,5,2,1,1,1,1,0,1,1,1,1,0,1,0,0,0,110000,Unkown,house
1757, جدة,   حي بريمان ,جنوب,350,0,7,5,2,1,1,0,1,0,0,1,0,0,0,1,1,1,0,45000,Unkown,house
1758, جدة,   حي الرحمانية ,غرب,300,0,5,5,3,1,1,1,0,0,0,1,0,1,0,0,1,1,0,65000,Unkown,house
1759, جدة,   حي الشاطئ ,شمال,300,0,5,5,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,250000,Unkown,Unkown
1760, الرياض,   حي الشرق ,شرق,350,0,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,40000,Unkown,floor
1761, جدة,   حي الزهراء ,جنوب,400,7,5,5,3,1,1,1,1,0,1,1,1,1,1,1,1,0,0,160000,Unkown,house
1762, الرياض,   حي شبرا ,3 شوارع,1400,30,5,5,2,1,1,1,1,0,1,1,1,1,0,0,1,0,1,150000,Unkown,house
1763, جدة,   حي النعيم ,شمال,350,7,5,4,2,1,1,1,1,1,1,0,0,1,0,1,1,0,0,110000,Unkown,house
1764, جدة,   حي الكوثر ,جنوب,300,6,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,48000,Unkown,house
1765, الدمام,   حي المنتزه ,غرب,387,0,5,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,140000,Unkown,house
1766, الرياض,   حي العزيزية ,جنوب غربي,800,20,5,5,4,1,1,1,1,0,1,1,0,1,0,0,1,0,1,80000,Unkown,Unkown
1767, الخبر,   حي الصواري ,جنوب,400,0,5,5,3,0,1,0,1,0,1,1,0,1,0,1,1,0,0,55000,Unkown,house
1768, جدة,   حي المحمدية ,شرق,300,9,4,5,3,0,1,1,1,0,0,1,0,1,0,1,0,0,0,90000,Unkown,house
1769, الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,Unkown,house
1770, الدمام,   حي ضاحية الملك فهد ,جنوب,250,0,4,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,34000,Unkown,Unkown
1771, الخبر,   حي التحلية ,جنوب,300,0,5,5,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,75000,Unkown,house
1772, جدة,   حي المحمدية ,شرق,375,9,5,5,2,1,0,1,1,0,0,1,1,1,0,0,1,0,0,100000,Unkown,house
1773, الدمام,   حي الخالدية الشمالية ,شرق,400,5,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,1,70000,Unkown,house
1774, الخبر,   حي البحيرة ,غرب,375,0,4,4,2,1,1,0,0,0,1,0,1,1,0,1,1,0,0,80000,Unkown,house
1775, الدمام,   حي بدر ,غرب,230,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000,Unkown,house
1776, الدمام,   حي الشاطئ الغربي ,شمال,380,0,5,4,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,60000,Unkown,floor
1777, الخبر,   حي الامواج ,غرب,437,0,7,5,2,0,1,0,1,0,0,1,0,1,0,1,1,0,1,60000,Unkown,house
1778, الخبر,   حي اللؤلؤ ,غرب,330,0,6,4,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,37000,Unkown,floor
1779, الرياض,   حي المونسية ,جنوب,323,3,4,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,0,80000,Unkown,house
1780, جدة,   حي النهضة ,شمال,500,15,5,4,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,120000,Unkown,house
1781, الرياض,   حي المعيزلة ,غرب,300,0,5,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,45000,Unkown,house
1782, الدمام,   حي بدر ,غرب,230,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000,Unkown,house
1783, الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,Unkown,house
1784, جدة,   حي طيبة ,شرق,312,0,5,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,70000,Unkown,house
1785, جدة,   حي الزمرد ,غرب,300,0,5,4,2,1,0,0,1,1,1,0,1,1,0,0,1,0,0,220000,Unkown,house
1786, الرياض,   حي الحزم ,شمال شرقي,360,6,7,5,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,36000,Unkown,house
1787, الرياض,   حي ظهرة لبن ,جنوب,200,0,5,5,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,40000,Unkown,house
1788, الرياض,   حي النموذجية ,جنوب,700,30,7,5,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,120000,Unkown,house
1789, الدمام,   حي الجوهرة ,شمال,250,6,5,3,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,38000,Unkown,house
1790, الدمام,   حي الحمراء ,شرق,600,9,7,5,2,1,1,1,1,1,1,1,0,1,0,0,1,1,1,85000,Unkown,house
1791, الرياض,   حي التعاون ,شرق,250,12,5,5,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,90000,Unkown,house
1792, الخبر,   حي اللؤلؤ ,غرب,330,0,6,4,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,37000,Unkown,floor
1793, جدة,   حي الخالدية ,شرق,400,0,7,5,5,1,1,1,1,0,1,1,1,1,0,0,1,0,1,150000,Unkown,house
1794, الخبر,   حي التحلية ,شرق,330,0,4,5,4,1,1,1,1,0,1,1,0,1,0,0,0,0,0,80000,Unkown,house
1795, جدة,   حي الياقوت ,شرق,280,0,5,5,3,1,1,1,0,0,0,1,1,1,0,1,1,0,0,50000,Unkown,house
1796, الرياض,   حي الملقا ,شرق,255,0,3,2,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,130000,Unkown,house
1797, الرياض,   حي الرمال ,شمال,390,3,4,5,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,50000,Unkown,Unkown
1798, الرياض,   حي العليا ,شرق,600,30,5,5,2,1,0,0,0,0,0,1,1,1,0,0,1,0,0,100000,Unkown,house
1799, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,5,5,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,35000,Unkown,house
1800, جدة,   حي الزمرد ,شرق,312,0,5,4,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,60000,Unkown,house
1801, الخبر,   حي اللؤلؤ ,غرب,300,0,6,4,2,1,1,0,0,0,0,1,0,1,0,1,0,0,1,37000,Unkown,house
1802, الخبر,   حي الراكة الجنوبية ,شمال,200,4,6,5,2,1,1,0,1,0,1,0,1,1,0,1,1,0,0,85000,Unkown,house
1803, جدة,   حي المحمدية ,شرق,375,9,5,5,2,1,0,1,1,0,0,1,1,1,0,0,1,0,0,100000,Unkown,house
1804, الدمام,   حي الاثير ,شرق,205,0,3,2,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,60000,Unkown,house
1805, الرياض,   حي الصحافة ,شمال,396,3,4,4,3,1,1,1,1,0,1,0,0,1,0,0,0,0,0,160000,Unkown,apartment
1806, الدمام,   حي الفرسان ,غرب,350,5,4,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,30000,Unkown,house
1807, الرياض,   حي الوادي ,جنوب شرقي,910,10,5,5,4,1,1,1,1,1,1,1,0,1,0,0,1,0,1,220000,Unkown,floor
1808, الخبر,   حي التحلية ,شرق,330,0,4,5,4,1,1,1,1,0,1,1,0,1,0,0,0,0,0,80000,Unkown,house
1809, الرياض,   حي الرمال ,جنوب غربي,260,0,7,5,2,0,1,1,0,0,0,0,0,1,0,0,1,0,1,43000,Unkown,house
1810, جدة,   حي طيبة ,شمال,600,3,5,5,3,1,1,1,0,0,0,0,0,1,0,0,1,0,0,38000,Unkown,house
1811, الرياض,   حي الرمال ,جنوب,250,3,4,5,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,45000,Unkown,house
1812, جدة,   حي الربوة ,شمال,375,9,7,5,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,120000,Unkown,floor
1813, الدمام,   حي بدر ,غرب,230,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000,Unkown,house
1814, الرياض,   حي النرجس ,غرب,375,2,5,5,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,100000,Unkown,house
1815, الدمام,   حي المدينة الصناعية الثانية ,جنوب,355,0,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,65000,Unkown,Unkown
1816, الخبر,   حي اللؤلؤ ,غرب,300,0,6,4,2,1,1,0,0,0,0,1,0,1,0,1,0,0,1,37000,Unkown,house
1817, الخبر,   حي الجسر ,شرق,500,15,7,5,2,1,0,1,0,1,1,0,0,1,0,0,1,0,1,65000,Unkown,Unkown
1818, الدمام,   حي السيف ,غرب,300,11,6,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000,Unkown,house
1819, الدمام,   حي بدر ,غرب,230,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000,Unkown,house
1820, الرياض,   حي ديراب ,جنوب,312,35,5,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,24000,Monthly,floor
1821, جدة,   حي الياقوت ,غرب,250,0,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,80000,Unkown,house
1822, الخبر,   حي الصواري ,شمال,312,0,5,5,3,0,0,0,0,0,0,1,0,1,0,1,1,0,0,45000,Unkown,house
1823, الرياض,   حي الخليج ,شمال,500,28,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,Unkown,floor
1824, الرياض,   حي الصحافة ,غرب,365,10,5,5,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,60000,Unkown,house
1825, الخبر,   حي المدينة الرياضية ,جنوب غربي,200,7,5,4,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,43000,Unkown,apartment
1826, الرياض,   حي العارض ,شرق,300,0,5,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,1,130000,Daily,house
1827, الرياض,   حي الروضة ,غرب,3000,19,3,5,5,1,1,1,1,1,1,0,1,1,1,0,0,0,0,250000,Unkown,house
1828, الرياض,   حي الملقا ,شمال,260,0,4,4,2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,100000,Unkown,house
1829, جدة,   حي المحمدية ,غرب,330,0,5,5,3,1,0,1,1,0,1,1,0,1,0,1,1,0,0,100000,Unkown,house
1830, الرياض,   حي الملز ,جنوب شرقي,750,35,7,4,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,70000,Unkown,house
1831, جدة,   حي الياقوت ,غرب,250,0,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,80000,Unkown,house
1832, الخبر,   حي الراكة الجنوبية ,شمال,200,4,6,5,2,1,1,0,1,0,1,0,1,1,0,1,1,0,0,85000,Unkown,house
1833, الخبر,   حي التحلية ,جنوب,300,0,5,5,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,75000,Unkown,house
1834, الدمام,   حي المدينة الصناعية الثانية ,جنوب,355,0,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,65000,Unkown,Unkown
1835, الخبر,   حي اللؤلؤ ,غرب,437,0,7,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,1,60000,Unkown,house
1836, الدمام,   حي السيف ,غرب,300,11,6,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,75000,Unkown,house
1837, الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,Unkown,house
1838, الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,Unkown,house
1839, جدة,   حي البساتين ,غرب,330,7,5,5,2,1,0,1,1,0,1,0,0,1,0,1,1,0,0,100000,Unkown,Unkown
1840, الخبر,   حي اللؤلؤ ,غرب,300,0,6,4,2,1,1,0,0,0,0,1,0,1,0,1,0,0,1,37000,Unkown,house
1841, الخبر,   حي التحلية ,جنوب,300,0,5,5,3,1,1,0,1,0,0,0,0,1,0,1,0,0,0,75000,Unkown,house
1842, الرياض,   حي الملك عبدالله ,شرق,200,0,4,4,3,1,1,0,1,1,1,1,1,1,0,0,1,0,0,95000,Unkown,house
1843, الرياض,   حي السويدي الغربي ,غرب,400,17,4,5,2,1,1,0,1,0,1,0,1,1,0,0,1,0,0,75000,Unkown,house
1844, جدة,   حي الشاطئ ,شمال,300,8,5,5,2,1,0,1,1,0,1,0,1,1,1,1,1,0,0,150000,Unkown,house
1845, جدة,   حي الحمدانية ,جنوب,390,5,5,3,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,50000,Unkown,house
1846, الخبر,   حي الصواري ,شمال,312,0,5,5,3,0,0,0,0,0,0,1,0,1,0,1,1,0,0,45000,Unkown,house
1847, الرياض,   حي المهدية ,شمال,200,2,4,5,2,1,1,0,1,0,0,0,0,1,0,1,1,0,0,42000,Unkown,floor
1848, الدمام,   حي الشعلة ,جنوب,300,3,4,5,4,1,1,1,1,0,1,0,0,0,0,0,1,1,0,70000,Unkown,house
1849, الخبر,   حي البحيرة ,غرب,375,0,4,4,2,1,1,0,0,0,1,0,1,1,0,1,1,0,0,80000,Unkown,house
1850, جدة,   حي المحمدية ,شمال,250,8,4,3,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,130000,Unkown,house
1851, الرياض,   حي الرمال ,شمال,300,3,4,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,40000,Monthly,house
1852, الدمام,   حي ضاحية الملك فهد ,شمال,500,0,7,4,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,46000,Unkown,Unkown
1853, الدمام,   حي الشعلة ,شمال شرقي,400,0,5,5,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,70000,Unkown,house
1854, الرياض,   حي الملقا ,شمال,606,0,4,4,2,0,1,1,1,0,1,0,1,1,1,0,1,1,0,450000,Unkown,house
1855, الدمام,   حي طيبة ,شمال غربي,450,4,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,55000,Unkown,floor
1856, الخبر,   حي الصواري ,شرق,450,0,5,5,2,1,1,0,1,0,1,0,0,0,0,1,1,0,0,80000,Unkown,house
1857, الدمام,   حي طيبة ,شمال غربي,450,4,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,55000,Unkown,floor
1858, الخبر,   حي الحزام الاخضر ,جنوب شرقي,574,30,4,4,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,180000,Unkown,house
1859, الدمام,   حي الشعلة ,شرق,375,4,5,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,0,80000,Unkown,house
1860, الدمام,   حي المنار ,جنوب,200,0,7,5,2,1,1,0,1,1,1,1,0,1,0,1,1,0,0,60000,Monthly,house
1861, جدة,   حي المحمدية ,غرب,450,5,5,5,3,1,1,1,1,0,1,1,1,1,0,1,1,1,0,140000,Unkown,house
1862, الرياض,   حي الرمال ,شرق,300,0,5,5,2,1,1,1,1,0,0,1,0,1,0,1,1,0,0,43000,Unkown,house
1863, الدمام,   حي المنتزه ,غرب,387,0,5,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,140000,Unkown,house
1864, الدمام,   حي المدينة الصناعية الثانية ,جنوب,355,0,7,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,65000,Unkown,Unkown
1865, الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,Unkown,house
1866, الرياض,   حي الشرق ,شرق,245,0,4,5,3,1,1,0,1,0,0,0,0,1,0,1,1,0,0,40000,Unkown,house
1867, جدة,   حي الزمرد ,شمال,312,2,5,5,3,1,1,1,1,0,0,1,0,1,0,1,0,1,1,55000,Unkown,house
1868, الخبر,   حي اللؤلؤ ,غرب,330,0,6,4,2,1,0,0,0,0,0,1,0,1,0,1,0,0,1,37000,Unkown,floor
1869, الدمام,   حي المنتزه ,غرب,387,0,5,5,3,1,0,1,1,0,1,0,0,1,0,0,1,0,0,140000,Unkown,house
1870, الخبر,   حي المدينة الرياضية ,جنوب غربي,200,7,5,4,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,43000,Unkown,apartment
1871, جدة,   حي الزهراء ,جنوب,400,10,5,5,4,1,1,1,1,0,1,1,1,1,1,0,1,0,0,160000,Unkown,house
1872, الخبر,   حي مدينة العمال ,جنوب شرقي,348,30,5,5,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,65000,Unkown,house
1873, الخبر,   حي البحيرة ,غرب,375,0,4,4,2,1,1,0,0,0,1,0,1,1,0,1,1,0,0,80000,Unkown,house
1874, جدة,   حي ابحر الجنوبية ,4 شوارع,440,0,5,5,2,1,1,1,1,0,1,1,1,0,0,0,1,0,0,175000,Unkown,Unkown
1875, الدمام,   حي الشاطئ الغربي ,شمال,380,0,5,4,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,60000,Unkown,floor
1876, الرياض,   حي الشفا ,جنوب,500,26,5,5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,30000,Unkown,house
1877, الرياض,   حي السليمانية ,جنوب,220,6,4,4,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,90000,Unkown,house
1878, الرياض,   حي طويق ,شمال,495,3,5,5,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,35000,Unkown,house
1879, الخبر,   حي البحيرة ,غرب,375,0,4,4,2,1,1,0,0,0,1,0,1,1,0,1,1,0,0,80000,Unkown,house
1880, الدمام,   حي ضاحية الملك فهد ,شمال,250,5,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,36000,Unkown,house
1881, الرياض,   حي المونسية ,جنوب,265,10,5,5,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,80000,Unkown,Unkown
1882, الخبر,   حي الكورنيش ,جنوب,350,10,5,5,5,1,1,1,1,0,1,0,0,1,0,1,1,0,0,150000,Unkown,house
1883, الرياض,   حي السليمانية ,جنوب,220,8,4,4,3,1,1,0,1,0,1,0,0,1,0,0,1,0,0,90000,Unkown,house
1884, الخبر,   حي مدينة العمال ,جنوب شرقي,348,30,5,5,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,65000,Unkown,house
1885, جدة,   حي الروضة ,شرق,110,0,2,3,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,65000,Unkown,Unkown
1886, الدمام,   حي الحمراء ,شرق,600,9,7,5,2,1,1,1,1,1,1,1,0,1,0,0,1,1,1,85000,Unkown,house
1887, الخبر,   حي الحزام الاخضر ,جنوب,400,4,4,5,2,1,1,1,1,0,1,1,0,0,0,1,1,0,0,140000,Unkown,floor
1888, الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,Unkown,house
1889, جدة,   حي الزمرد ,غرب,300,0,5,4,2,1,0,0,1,1,1,0,1,1,0,0,1,0,0,220000,Unkown,house
1890, الدمام,   حي النخيل ,جنوب,400,20,7,5,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,55000,Unkown,house
1891, الرياض,   حي الربيع ,شمال,370,6,6,5,2,1,1,0,1,0,1,1,0,1,0,0,1,0,0,140000,Unkown,house
1892, الخبر,   حي الكورنيش ,جنوب,300,13,6,5,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,90000,Unkown,house
1893, الدمام,   حي بدر ,غرب,230,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0,33000,Unkown,house
1894, الرياض,   حي العقيق ,شمال,600,4,5,5,3,1,1,1,1,0,1,1,0,1,0,0,0,0,0,180000,Unkown,house
1895, جدة,   حي الواحة ,3 شوارع,2000,20,5,5,3,1,1,1,1,1,1,1,0,1,1,0,1,0,0,290000,Unkown,Unkown
1896, الدمام,   حي الفرسان ,غرب,350,5,4,4,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,30000,Unkown,house
1897, الخبر,   حي الكورنيش ,جنوب,350,10,5,5,5,1,1,1,1,0,1,0,0,1,0,1,1,0,0,150000,Unkown,house
1898, الدمام,   حي ضاحية الملك فهد ,شرق,250,0,7,5,2,1,1,0,0,0,0,1,0,1,0,1,1,0,0,35000,Unkown,house
1899, جدة,   حي البساتين ,جنوب,350,10,4,4,2,0,1,1,1,0,1,1,0,1,0,1,0,0,0,90000,Unkown,house
1900, الرياض,   حي العارض ,شرق,375,3,5,5,2,1,1,1,1,1,1,1,0,1,0,0,1,0,1,110000,Unkown,house
1901, الخبر,   حي اللؤلؤ ,غرب,437,0,7,5,2,1,1,0,1,0,0,1,0,1,0,1,1,0,1,60000,Unkown,house
1902, جدة,   حي الروضة ,شرق,670,10,7,5,5,1,0,1,1,1,1,0,0,0,0,0,1,0,1,200000,Unkown,house
